Category_Index,Updated,Size,Installs,Requires_Android,Age,Inapp_Lower_Bound,Inapp_Upper_Bound,Rating,Rating_Total,Rating_5,Rating_4,Rating_3,Rating_2,Rating_1,Price,Free
9,468,4.3,50000,3.0,1,0,0,3.5,456,207,47,55,39,108,0,1
9,330,5.1,50000,2.3,1,0,0,4.4,332,214,81,12,11,14,0,1
9,629,9.5,50000,2.3,1,0,0,3.9,606,293,135,58,51,69,0,1
9,1415,35,500,4.1,0,0,0,3.8,22,14,0,2,1,5,0,1
9,807,7.3,10000,2.3,1,0,0,3.7,924,408,178,141,81,116,0,1
9,1064,3.9,1000,2.3,1,0,0,3.9,43,27,4,2,2,8,0,1
9,1149,4.8,500000,2.3,1,0,0,4.0,4051,2130,755,474,247,445,0,1
9,1066,6.1,1000,4.0,1,0,0,,11,,,,,,0,1
9,159,28,10000,4.0,1,0,0,4.5,165,121,21,13,5,5,0,1
9,684,23,10000,2.3,1,0,0,4.3,130,95,9,8,7,11,0,1
9,1077,1.1,10000,2.1,1,0,0,3.6,60,23,12,13,4,8,0,1
9,1639,15,10000,2.3,1,0,0,3.9,157,81,28,15,13,20,0,1
9,5,5.3,10000,2.3,1,0,0,4.7,1119,808,272,31,5,3,0,1
9,514,36,1000,4.1,1,0,0,4.5,24,19,2,1,1,1,0,1
9,708,2.5,500,1.6,1,0,0,,2,,,,,,0,1
9,595,4.1,100000,3.0,1,0,0,4.3,1032,667,154,102,35,74,0,1
9,480,1.2,1000,4.1,1,0,0,,6,,,,,,0,1
9,1411,29,100000,2.2,1,0,0,3.6,1271,573,211,139,110,238,0,1
9,754,2.9,100,2.3,1,0,0,,3,,,,,,0,1
9,310,2.2,100000,2.3,1,0,0,4.2,1527,890,340,132,61,104,0,1
9,330,5.0,100000,2.3,1,0,0,4.4,985,621,228,60,41,35,0,1
9,423,47,5000000,4.0,1,0,0,4.2,114634,71393,20653,9447,4478,8663,0,1
9,11,2.9,1000,2.3,1,0,0,,26,,,,,,0,1
9,210,3.4,1000,3.0,1,0,0,4.6,9,6,2,1,0,0,0,1
9,1910,11,500,2.0,1,0,0,3.0,11,4,1,1,1,4,0,1
9,205,4.8,50000,3.0,1,0,0,3.7,261,128,37,30,16,50,0,1
9,6,3.7,5000,2.3,1,0,0,4.3,149,76,52,15,3,3,0,1
9,92,24,10000,4.0,1,0,0,3.6,113,53,16,13,7,24,0,1
9,432,3.9,10000,2.3,1,0,0,,32,,,,,,0,1
9,619,16,50000,4.1,1,0,0,4.3,1173,803,154,92,44,80,0,1
9,811,,10000,4.0,1,0,0,3.4,137,68,12,4,8,45,0,1
9,672,45,10000000,4.0,1,0,0,4.2,319416,189326,69288,28107,11040,21655,0,1
9,398,22,1000,2.3,1,0,0,4.4,36,23,10,1,0,2,0,1
9,958,17,100,2.1,1,0,0,4.9,11,10,1,0,0,0,0,1
9,356,49,100000,4.2,3,0,0,4.1,1014,693,88,64,23,146,0,1
9,560,3.1,1000,2.3,1,0,0,4.2,47,29,6,8,2,2,0,1
9,758,7.8,5000,4.0,4,0,0,,13,,,,,,0,1
9,773,7.3,50000,4.0,1,0,0,4.2,1070,598,223,130,61,58,0,1
9,425,33,1000,2.3,1,0,0,4.3,27,22,0,0,2,3,0,1
9,607,7.3,5000,2.3,1,0,0,4.2,101,48,30,18,4,1,0,1
9,437,5.3,1000,2.3,1,0,0,,7,,,,,,0,1
9,312,21,1000000,2.3,1,0,0,4.5,52302,34620,12129,2878,859,1816,0,1
9,19,19,1000000,4.0,1,0,0,4.3,8613,5592,1538,802,241,440,0,1
9,634,10,100000,2.3,1,0,0,4.1,356,211,51,45,19,30,0,1
9,184,13,100000,2.3,1,0,0,4.1,1991,1205,282,195,120,189,0,1
9,356,36,10000,4.0,1,1.79,5.49,4.2,120,74,20,9,5,12,0,1
9,463,12,100000,2.3,1,0,0,4.0,816,497,99,81,24,115,0,1
9,1037,4.9,500,2.3,1,0,0,4.2,8,4,2,2,0,0,0,1
9,421,28,1000,2.3,1,0,0,3.6,23,14,1,0,1,7,0,1
9,1612,1.1,500,3.0,1,0,0,4.5,8,4,4,0,0,0,0,1
9,202,35,50000,4.0,1,0,0,4.2,221,144,30,23,5,19,0,1
9,438,5.1,10000,2.3,1,0,0,3.9,277,159,32,34,13,39,0,1
9,624,11,10000,4.0,1,0,0,4.1,28,19,2,2,2,3,0,1
9,119,24,10000,2.3,1,0,0,3.9,115,53,27,16,8,11,0,1
9,1429,1.5,1000000,2.3,1,0,0,3.8,10261,5141,1565,1188,703,1664,0,1
9,973,2.1,100000,2.2,1,0,0,4.4,2020,1554,148,118,51,149,0,1
9,1246,12,5000,3.0,1,0,0,4.1,175,94,47,12,5,17,0,1
9,362,13,5000,4.0,1,0,0,4.3,23,16,2,3,0,2,0,1
9,370,2.3,100000,4.0,1,0,0,3.6,285,150,21,27,15,72,0,1
9,644,5.4,10000,2.3,1,0,0,4.4,64,38,19,2,3,2,0,1
9,620,5.1,10000,2.3,1,0,0,3.8,179,90,22,26,19,22,0,1
9,818,44,500000,3.1,1,0,0,4.3,9304,6162,1447,842,245,608,0,1
9,302,9.4,1000000,2.3,1,0,0,3.8,23581,11541,4387,2945,1805,2903,0,1
9,638,27,50000,2.3,1,0,0,3.9,289,171,36,17,14,51,0,1
9,368,4.2,10000,3.0,1,0,0,3.9,67,35,13,6,6,7,0,1
9,968,38,50000,2.3,1,0,0,4.0,1122,640,185,117,65,115,0,1
9,606,1.8,500,4.2,1,0,0,3.9,8,5,0,1,1,1,0,1
9,1246,23,100000,2.3,1,0,0,4.6,1659,1220,294,98,21,26,0,1
9,904,4.0,5000,3.1,1,0,0,,28,,,,,,0,1
9,437,3.2,5000,2.3,1,0,0,4.4,11,8,1,1,0,1,0,1
9,592,6.6,1000,4.0,1,0,0,,4,,,,,,0,1
9,543,19,50000,2.3,1,0,0,4.6,415,311,55,28,11,10,0,1
9,1208,49,10000,2.3,1,0,0,4.3,685,473,74,49,27,62,0,1
9,470,2.3,1000,4.0,1,0,0,4.7,23,16,7,0,0,0,0,1
9,434,3.6,100000,2.3,1,0,0,3.8,385,184,61,54,38,48,0,1
9,702,7.2,500,2.3,3,0,0,4.3,3,2,0,1,0,0,0,1
9,1254,7.8,100,3.0,1,0,0,,4,,,,,,0,1
9,1386,3.1,10000,2.1,1,0,0,3.7,93,48,12,10,5,18,0,1
9,476,3.4,500,4.0,1,0,0,4.1,9,7,0,0,0,2,0,1
9,593,5.1,5000,3.0,1,0,0,4.4,36,24,8,1,1,2,0,1
9,191,26,5000,4.0,1,0,0,4.0,30,15,7,5,0,3,0,1
9,99,41,5000000,4.1,1,0,0,4.4,136554,91240,24242,12165,2550,6357,0,1
9,7,4.0,100000,2.3,1,0,0,4.1,2265,1176,518,255,143,173,0,1
9,633,24,10000,2.3,1,0,0,3.9,415,211,73,47,32,52,0,1
9,904,1.5,50000,2.1,1,0,0,4.5,823,606,133,36,19,29,0,1
9,461,6.0,10000,4.0,1,0,0,,13,,,,,,0,1
9,602,21,1000,2.3,1,0,0,3.6,17,8,2,3,0,4,0,1
9,427,10,50000,2.3,1,0,0,3.4,448,189,81,37,18,123,0,1
9,69,10,100000,4.1,1,0,0,4.2,768,505,106,56,29,72,0,1
9,588,19,100000,2.3,1,0,0,4.5,1154,860,140,73,25,56,0,1
9,449,9.1,100000,2.3,1,0,0,4.1,766,493,79,68,35,91,0,1
9,16,14,1000,4.1,1,0,0,2.4,11,3,1,0,0,7,0,1
9,743,2.8,100,4.0,1,0,0,,3,,,,,,0,1
9,14,2.4,1000,4.0,1,0,0,,10,,,,,,0,1
9,576,33,50000,2.3,1,0,0,4.3,444,278,86,37,17,26,0,1
9,436,4.1,10000,2.3,1,0,0,4.0,55,29,10,7,4,5,0,1
9,519,5.3,10000,2.1,1,0,0,,54,,,,,,0,1
9,421,12,1000,2.3,1,0,0,,10,,,,,,0,1
9,43,2.4,500000,4.1,1,0,0,3.8,2052,1031,357,244,137,283,0,1
9,416,4.4,10000,4.0,1,0,0,4.5,418,304,75,12,6,21,0,1
9,532,4.0,10000,3.0,1,0,0,4.2,241,153,43,14,5,26,0,1
9,1019,11,1000,3.2,1,0,0,4.5,57,45,5,2,3,2,0,1
9,948,2.5,1000,2.2,1,0,0,,4,,,,,,0,1
9,883,24,500,2.3,1,0,0,4.0,5,1,3,1,0,0,0,1
9,184,14,100000,2.3,1,0,0,4.0,2280,1335,315,250,119,261,0,1
9,1828,4.0,50000,1.6,1,0,0,4.0,323,168,64,36,26,29,0,1
9,443,21,10000,4.0,1,0,0,,30,,,,,,0,1
9,434,46,10000,2.3,1,0,0,3.3,70,27,8,11,7,17,0,1
9,821,41,5000,2.3,1,0,0,3.7,42,25,2,3,3,9,0,1
9,763,19,5000000,1.5,1,0,0,4.0,56181,29544,12175,6668,3013,4781,0,1
9,209,8.3,500000,4.2,1,0,0,4.0,4051,2134,789,463,253,412,0,1
9,461,6.4,10000,2.3,1,0,0,4.1,78,50,8,8,2,10,0,1
9,45,4.8,1000000,4.0,1,0,0,4.2,33661,18886,7846,3439,1363,2127,0,1
9,91,23,10000,4.1,1,0,0,,39,,,,,,0,1
9,632,8.8,100,4.0,1,0,0,4.2,4,3,0,0,1,0,0,1
9,758,8.4,1000,4.0,4,0,0,,1,,,,,,0,1
9,320,13,10000,4.0,1,0,0,4.2,373,241,48,33,18,33,0,1
9,782,1.7,100,4.0,1,0,0,4.9,9,8,1,0,0,0,0,1
9,998,9.8,500,1.5,1,0,0,,6,,,,,,0,1
9,213,3.3,500000,3.0,1,0,0,4.3,1115,752,137,126,35,65,0,1
9,695,9.9,500000,2.3,1,0,0,3.9,2443,1192,447,345,168,291,0,1
9,1057,3.0,10000,2.2,1,0,0,4.3,35,24,5,3,0,3,0,1
9,459,12,500,2.3,1,0,0,,6,,,,,,0,1
9,779,34,100,2.3,1,0,0,4.5,2,1,1,0,0,0,0,1
9,71,3.4,100000,4.0,1,0,0,4.2,788,495,132,73,33,55,0,1
9,980,2.5,5000,3.0,1,0,0,3.9,16,9,2,2,1,2,0,1
9,272,17,500000,4.0,1,0,0,4.0,2250,1228,346,288,142,246,0,1
9,66,5.0,10000,3.0,1,0,0,4.6,138,112,9,6,4,7,0,1
9,815,22,10000,2.3,1,0,0,4.4,96,71,12,3,3,7,0,1
9,660,3.3,1000,4.0,1,0,0,,33,,,,,,0,1
9,176,1.8,10000000,2.3,1,0,0,3.8,79240,38476,13207,11063,6094,10400,0,1
9,843,2.6,1000,2.2,1,0,0,4.6,7,5,1,1,0,0,0,1
9,624,25,100,2.3,1,0,0,3.4,9,5,0,1,0,3,0,1
9,759,2.9,100000,4.0,1,0,0,3.4,2558,1005,412,371,267,503,0,1
9,1710,1.1,10000,2.3,1,0,0,4.2,560,323,110,64,24,39,0,1
9,571,7.9,10000000,4.0,1,0,0,4.0,144946,83330,22476,13811,8151,17178,0,1
9,5,,10000000,,1,0,0,4.3,379547,241802,65076,40305,12493,19871,0,1
9,434,3.1,100000,2.3,1,0,0,3.1,622,230,55,78,71,188,0,1
9,22,,5000000,4.4,1,2.89,29.99,4.3,71100,43263,15934,7308,1380,3215,0,1
9,526,14,10000,4.0,1,0,0,3.6,14,7,3,0,0,4,0,1
9,1591,9.9,50000,2.2,1,0,0,3.3,964,381,143,119,73,248,0,1
9,68,20,50000,4.4,1,0,0,3.4,991,466,96,91,86,252,0,1
9,267,57,1000,1.6,1,0,0,,6,,,,,,0,1
9,1018,1.8,10000,4.0,1,0,0,4.3,161,97,37,10,5,12,0,1
9,519,27,100,4.1,1,0,0,5.0,3,3,0,0,0,0,0,1
9,14,46,500000,4.1,1,0,0,4.3,2401,1540,399,201,77,184,0,1
9,34,20,5000,2.3,4,0,0,4.0,89,32,31,21,4,1,0,1
9,405,5.1,100000,2.3,1,0,0,4.4,934,597,196,88,18,35,0,1
9,852,23,50000,2.3,1,0,0,4.3,210,129,44,20,5,12,0,1
9,881,3.8,10000,2.3,1,0,0,3.1,373,112,56,56,44,105,0,1
9,1059,2.3,1000,3.0,1,0,0,,8,,,,,,0,1
9,191,20,100000,2.3,1,0,0,4.2,2955,1672,610,370,116,187,0,1
9,215,3.7,100000,3.0,1,0,0,3.9,1719,900,291,221,113,194,0,1
9,980,9.5,1000,4.0,1,0,0,3.0,6,3,0,0,0,3,0,1
9,437,3.2,50000,2.3,1,0,0,4.1,368,237,41,36,16,38,0,1
9,128,33,10000,4.1,1,0,0,4.6,154,126,11,8,1,8,0,1
9,210,8.2,1000000,2.3,1,0,0,4.4,14857,9604,2950,1188,424,691,0,1
9,360,17,10000,2.3,1,0,0,3.7,76,39,11,8,3,15,0,1
9,1439,5.3,500000,2.1,1,0,0,4.2,3896,2572,446,323,183,372,0,1
9,148,8.4,5000,3.2,1,0,0,4.6,80,63,10,3,1,3,0,1
9,436,3.1,10000,2.3,1,0,0,4.4,61,44,7,3,3,4,0,1
9,1099,4.4,500,4.1,1,0,0,4.1,8,6,0,0,1,1,0,1
9,257,40,500000,2.3,1,0,0,3.7,3849,2117,379,374,207,772,0,1
9,1442,1.8,5000,2.0,1,0,0,4.1,65,42,5,9,1,8,0,1
9,574,,10000,,1,0,0,4.6,2060,1467,471,72,12,38,0,1
9,789,4.3,1000,2.3,1,0,0,,6,,,,,,0,1
9,1205,2.4,50,3.2,1,0,0,,2,,,,,,0,1
9,64,7.8,100000,2.3,1,0,0,3.5,388,156,63,64,38,67,0,1
9,1175,13,10000,2.3,0,0,0,4.4,178,143,6,9,5,15,0,1
9,105,6.0,10000,2.3,1,0,0,4.5,411,313,48,21,12,17,0,1
9,801,3.0,100000,2.3,1,0,0,3.4,1374,513,240,185,153,283,0,1
9,437,3.5,1000,2.3,1,0,0,4.1,7,5,0,1,0,1,0,1
9,21,36,10000000,2.3,4,0,0,4.1,175336,103241,25260,21040,6042,19753,0,1
9,120,13,100000,4.0,1,0,0,4.0,487,282,70,50,33,52,0,1
9,19,,5000,,1,0,0,4.4,47,36,3,2,2,4,0,1
9,2,6.5,10000,4.1,1,0,0,4.5,38,27,5,4,1,1,0,1
9,442,8.5,1000,2.3,1,0,0,,3,,,,,,0,1
9,894,3.2,10000,2.3,1,0,0,4.1,95,58,11,7,11,8,0,1
9,482,22,50000,2.3,1,0,0,4.3,377,241,61,34,17,24,0,1
9,796,38,500000,3.0,1,0,0,4.6,13037,9454,2820,474,117,172,0,1
9,354,12,10000,2.3,1,0,0,4.2,77,53,7,5,2,10,0,1
9,102,5.3,1000000,4.0,1,0,0,3.6,17593,8525,2269,1968,1259,3572,0,1
9,1198,36,10000,4.0,1,0,0,4.5,817,599,120,46,23,29,0,1
9,331,3.3,100000,4.0,1,0,0,4.2,330,207,48,26,18,31,0,1
9,965,2.2,100,4.0,1,0,0,,2,,,,,,0,1
9,36,18,5000,2.3,1,0,0,4.0,81,32,27,15,5,2,0,1
9,1206,2.0,500,2.3,1,0,0,4.7,24,20,2,1,1,0,0,1
9,675,6.1,1000,4.0,1,0,0,,12,,,,,,0,1
9,758,20,10000,4.0,1,0,0,3.8,126,73,13,10,8,22,0,1
9,757,15,100000,2.3,1,0,0,2.8,1461,502,104,123,133,599,0,1
9,553,2.4,1000,4.0,1,0,0,5.0,16,16,0,0,0,0,0,1
9,883,2.4,100,3.0,1,0,0,,1,,,,,,0,1
9,615,,500000,4.0,1,0,0,4.1,1402,833,208,200,57,104,0,1
9,141,27,10000,4.1,1,0,0,3.5,183,85,25,15,15,43,0,1
9,469,16,500,4.0,1,0,0,,6,,,,,,0,1
9,1076,12,10000,2.2,1,0,0,3.4,303,136,33,33,25,76,0,1
9,1227,3.6,5000,2.3,1,0,0,4.1,47,31,6,1,3,6,0,1
9,619,23,100,2.3,1,0,0,4.7,3,2,1,0,0,0,0,1
9,151,3.1,100000,4.0,1,0,0,3.7,949,409,179,131,92,138,0,1
9,1732,1.6,100000,2.2,1,0,0,4.1,932,534,156,93,66,83,0,1
9,387,3.4,10000,2.3,1,0,0,4.4,75,45,23,3,1,3,0,1
9,1732,1.4,10000,2.1,1,0,0,4.1,177,103,32,17,13,12,0,1
9,449,28,5000,2.3,1,0,0,4.4,50,35,4,8,1,2,0,1
9,524,17,1000,2.3,1,0,0,,4,,,,,,0,1
9,70,4.9,500000,4.0,1,0,0,3.7,1311,609,207,175,101,219,0,1
9,626,,100000,,1,0,0,4.0,1358,717,260,163,78,140,0,1
9,491,22,1000,4.0,1,0,0,4.2,17,11,2,2,0,2,0,1
9,478,18,5000,2.3,1,0,0,,41,,,,,,0,1
9,788,29,1000,3.0,1,0,0,4.7,12,9,2,1,0,0,0,1
9,1163,16,5000,3.1,1,0,0,,28,,,,,,0,1
9,996,2.8,100000,4.0,1,0,0,4.3,741,553,38,33,34,83,0,1
9,512,4.2,5000,2.3,1,0,0,,36,,,,,,0,1
9,439,2.9,100000,2.3,1,0,0,4.0,1482,809,242,183,99,149,0,1
9,1183,4.5,5000,2.3,1,0,0,3.9,22,14,1,2,1,4,0,1
9,253,16,1000000,4.0,1,0,0,3.9,31758,18251,3755,3060,1995,4697,0,1
9,230,6.2,10000,3.0,1,0,0,2.9,122,32,13,31,4,42,0,1
9,217,13,100000,4.0,1,0,0,4.2,1165,695,203,118,53,96,0,1
9,437,3.8,100000,2.3,1,0,0,4.3,234,153,26,30,11,14,0,1
9,37,4.1,1000,4.1,1,0,0,3.8,21,8,7,1,3,2,0,1
9,707,8.4,1000,4.0,4,0,0,,10,,,,,,0,1
9,1287,12,1000000,2.3,1,0,0,3.9,23808,13144,3056,2363,1549,3696,0,1
9,966,30,50000,2.3,1,0,0,3.8,251,133,30,27,16,45,0,1
9,372,4.1,1000000,3.0,1,0,0,4.1,7281,4227,948,1086,384,636,0,1
9,1528,3.5,1000,2.3,1,0,0,4.9,7,6,1,0,0,0,0,1
9,15,12,50000,4.1,1,0,0,4.3,385,254,59,26,12,34,0,1
9,436,3.4,1000,2.3,1,0,0,3.4,8,4,0,1,1,2,0,1
9,484,7.7,1000,4.0,1,0,0,3.2,9,3,1,2,1,2,0,1
9,641,14,500,2.3,1,0,0,,9,,,,,,0,1
9,1191,3.6,50000,2.3,1,0,0,,591,,,,,,0,1
9,443,30,1000,4.0,1,0,0,,8,,,,,,0,1
9,411,6.1,10000,3.0,1,0,0,4.2,56,37,7,4,4,4,0,1
9,2040,969,1000,2.2,1,0,0,4.5,13,9,2,1,1,0,0,1
9,1028,2.6,100,2.3,1,0,0,,1,,,,,,0,1
9,34,46,1000000,2.3,1,1.39,26.99,4.5,14264,10390,2206,1022,256,390,0,1
9,856,6.1,100,2.3,1,0,0,3.5,2,1,0,0,1,0,0,1
9,1939,304,100000,1.6,1,0,0,3.9,1078,528,215,126,67,142,0,1
9,1806,784,10000,2.2,1,0,0,4.2,745,416,177,93,34,25,0,1
9,621,7.3,500000,2.3,1,0,0,2.7,1989,690,96,109,117,977,0,1
9,160,22,10000,2.3,1,0,0,4.3,104,63,23,9,4,5,0,1
9,873,6.9,50000,3.0,1,0,0,3.9,158,99,14,4,10,31,0,1
9,1218,3.6,10000,2.3,1,0,0,3.0,103,39,5,11,8,40,0,1
9,420,13,10000,4.0,1,0,0,4.3,200,124,38,19,9,10,0,1
9,1042,438,5000,3.0,1,0,0,4.4,79,55,15,2,3,4,0,1
9,52,2.8,1000000,4.0,1,0,0,3.4,4504,1713,700,708,442,941,0,1
9,618,1.5,100,1.5,1,0,0,4.6,5,4,0,1,0,0,0,1
9,71,9.7,10000000,2.3,1,0,0,4.2,279099,161184,64407,28008,9342,16158,0,1
9,579,1.6,10000,2.3,1,0,0,3.4,122,65,7,5,3,42,0,1
9,244,13,10000,2.3,1,0,0,,378,,,,,,0,1
9,553,9.5,100000,4.0,1,0,0,4.2,1399,865,218,161,45,110,0,1
9,1039,8.0,500000,2.2,1,0,0,3.9,1666,1039,130,123,87,287,0,1
9,42,40,1000000,2.3,4,0,0,4.3,30457,19936,4469,2401,1073,2578,0,1
9,673,2.6,1000,4.0,1,0,0,,4,,,,,,0,1
9,148,4.2,500,4.0,1,0,0,4.4,9,6,1,2,0,0,0,1
9,590,5.6,1000,3.0,1,0,0,,14,,,,,,0,1
9,1764,1.0,10000,1.6,1,0,0,,63,,,,,,0,1
9,343,8.3,10000000,4.0,1,0,0,3.7,69373,32317,10620,9344,5057,12035,0,1
9,1381,3.0,500,2.3,1,0,0,4.1,7,4,1,1,1,0,0,1
9,430,5.8,10000,2.3,1,0,0,3.9,69,37,12,4,9,7,0,1
9,433,6.6,100000,2.3,1,0,0,3.9,710,353,125,92,57,83,0,1
9,35,13,5000,4.0,1,0,0,3.5,16,7,1,4,1,3,0,1
9,219,3.0,1000,4.1,1,0,0,3.9,59,35,8,5,0,11,0,1
9,983,1.8,10,2.3,1,0,0,,9,,,,,,0,1
9,730,848,100000,2.0,1,0,0,4.1,502,307,65,37,37,56,0,1
9,782,49,10000,4.0,4,0,0,4.7,1182,953,150,49,11,19,0,1
9,445,22,500000,2.3,1,0,0,4.4,9653,6717,1596,514,292,534,0,1
9,657,23,10000,4.0,1,0,0,4.1,67,40,10,7,2,8,0,1
9,60,2.9,100,4.0,1,0,0,,1,,,,,,0,1
9,482,15,100,2.3,1,0,0,4.9,22,21,0,1,0,0,0,1
9,239,8.8,10000,2.3,1,0,0,4.1,221,115,49,29,12,16,0,1
9,1229,13,5000,4.0,1,0,0,3.9,128,70,17,17,7,17,0,1
9,1332,24,500000,2.3,4,0,0,3.4,8465,3473,1051,1050,840,2051,0,1
9,133,,5000000,,1,0,0,3.8,26164,12446,4898,3319,1973,3528,0,1
9,473,9.9,50000,2.3,1,0,0,4.1,139,79,23,18,10,9,0,1
9,1353,3.2,50000,2.3,1,0,0,3.2,188,68,27,20,19,54,0,1
9,22,63,1000,4.0,1,0,0,3.7,55,27,9,5,4,10,0,1
9,584,2.3,5,4.1,1,0,0,,2,,,,,,0,1
9,1004,1.2,10000,4.0,1,0,0,3.6,62,31,6,7,3,15,0,1
9,773,1.2,500,4.0,1,0,0,4.0,3,2,0,0,1,0,0,1
9,225,9.6,100000,3.0,1,0,0,4.1,974,538,175,131,34,96,0,1
9,825,2.8,1000,2.3,1,0,0,4.2,5,3,1,0,1,0,0,1
9,1013,3.4,1000,2.3,1,0,0,4.3,35,24,6,1,1,3,0,1
9,436,3.3,10000,2.3,1,0,0,,41,,,,,,0,1
9,644,42,1000,2.3,1,0,0,,9,,,,,,0,1
9,1098,5.9,100,4.1,1,0,0,,,,,,,,0,1
9,519,3.0,1000,2.2,1,0,0,,23,,,,,,0,1
9,246,45,100000,2.3,1,0,0,4.1,6689,3479,1554,770,438,448,0,1
9,1529,18,100000,2.3,1,0,0,3.1,2293,793,240,282,253,725,0,1
9,486,6.7,100000,3.0,1,0,0,4.1,349,165,100,48,11,25,0,1
9,745,4.1,100,4.0,1,0,0,,7,,,,,,0,1
9,231,12,1000000,2.3,1,0,0,4.0,14328,7380,2760,1814,951,1423,0,1
9,37,13,100000,4.0,1,0,0,4.1,450,269,81,35,19,46,0,1
9,510,,100,4.1,1,0,0,3.5,2,1,0,0,1,0,0,1
9,1150,4.6,500,2.2,1,0,0,5.0,25,25,0,0,0,0,0,1
9,52,7.3,1000,3.0,1,0,0,4.4,14,11,0,1,1,1,0,1
9,106,72,100000,2.3,1,0,0,3.8,5627,2693,1097,693,417,727,0,1
9,51,32,1000,4.1,1,0,0,4.2,12,9,1,0,0,2,0,1
9,1148,5.4,10000,1.6,1,0,0,3.8,76,49,3,4,3,17,0,1
9,535,17,5000,2.3,1,0,0,4.3,84,47,22,12,1,2,0,1
9,199,29,100000,4.0,1,0,0,4.0,539,294,79,83,35,48,0,1
9,124,32,1000,4.1,1,0,0,4.3,13,7,4,1,1,0,0,1
9,650,38,100,4.0,1,0,0,,6,,,,,,0,1
9,396,9.1,100000,3.2,1,0,0,4.1,1522,894,253,136,68,171,0,1
9,938,5.7,10000,2.3,1,0,0,3.9,77,47,3,8,9,10,0,1
9,1067,9.0,1000000,2.0,1,0,0,3.3,11650,5342,868,997,707,3736,0,1
9,6,1.3,100000,4.0,1,0,0,4.4,528,365,63,54,14,32,0,1
9,712,3.1,10000,4.0,1,0,0,4.6,126,101,8,8,4,5,0,1
9,1692,2.6,500000,2.1,1,0,0,2.7,4317,1096,460,591,471,1699,0,1
9,1329,8.8,5000000,2.3,1,0,0,3.8,57137,32095,6747,5081,3655,9559,0,1
9,482,24,50000,2.3,1,0,0,4.5,1327,883,316,72,23,33,0,1
9,426,8.6,10000000,2.3,1,0,0,3.6,67510,28891,12624,9810,5636,10549,0,1
9,1180,18,500,2.3,0,0,0,,8,,,,,,0,1
9,1543,2.2,1000,2.2,1,0,0,3.7,20,10,3,1,3,3,0,1
9,755,7.8,100,4.0,4,0,0,,1,,,,,,0,1
9,539,33,500,4.0,1,0,0,,3,,,,,,0,1
9,660,5.8,100000,2.3,1,0,0,3.9,1828,1023,261,168,107,269,0,1
9,378,30,100000,4.0,1,0,0,3.6,467,240,42,40,35,110,0,1
9,468,3.8,1000000,2.3,4,0,0,3.8,11759,6373,1588,1035,556,2207,0,1
9,14,5.1,100000,4.0,1,0,0,4.3,586,433,39,50,11,53,0,1
9,393,3.0,5000,3.0,1,0,0,4.1,34,19,7,3,1,4,0,1
9,1654,1.3,1000,3.0,1,0,0,4.1,22,12,5,2,1,2,0,1
9,439,3.9,50000,2.3,1,0,0,4.1,171,98,28,18,14,13,0,1
9,696,2.4,1000000,2.3,1,0,0,4.2,9958,5625,2366,881,385,701,0,1
9,283,13,100000,2.3,1,0,0,4.2,889,568,135,80,39,67,0,1
9,1391,3.0,10000,2.3,1,0,0,4.0,117,65,19,17,5,11,0,1
9,590,5.5,1000,3.0,1,0,0,4.4,8,6,0,1,1,0,0,1
9,73,1.8,1000,4.1,1,0,0,4.4,10,6,3,0,1,0,0,1
9,604,,500,4.0,1,0,0,,5,,,,,,0,1
9,520,6.5,100000,2.2,1,0,0,4.3,825,548,96,84,35,62,0,1
9,722,23,1000,4.0,1,0,0,4.5,64,43,16,3,0,2,0,1
9,221,3.6,10000,3.0,1,0,0,4.2,65,43,7,6,3,6,0,1
9,2199,1.1,100000,2.1,1,0,0,4.0,336,200,43,22,22,49,0,1
9,120,21,10000,4.0,3,0,0,4.4,20,13,2,5,0,0,0,1
9,266,3.5,50000,3.0,1,0,0,4.1,118,69,19,12,7,11,0,1
9,662,8.9,1000,2.3,1,0,0,4.7,77,57,18,2,0,0,0,1
9,500,38,10000,2.3,3,0,0,2.8,104,37,6,4,8,49,0,1
9,1406,38,100000,2.3,1,0,0,3.6,2564,1228,326,258,254,498,0,1
9,244,21,500000,4.0,1,0,0,4.0,4544,2447,886,542,269,400,0,1
9,59,19,500000,4.0,1,0,0,3.8,5050,2455,835,645,363,752,0,1
9,181,13,5000,4.0,1,0,0,3.7,21,14,0,0,0,7,0,1
9,433,4.0,500000,2.3,1,0,0,4.0,3238,1814,480,422,195,327,0,1
9,386,17,50000,2.3,1,0,0,4.2,365,219,69,39,17,21,0,1
9,1913,2.3,1000,2.2,1,0,0,3.9,16,9,3,1,0,3,0,1
9,37,3.0,100000,4.0,1,0,0,3.8,2562,1197,488,340,198,339,0,1
9,888,10,100,2.2,1,0,0,,2,,,,,,0,1
9,1034,1.6,100,2.2,1,0,0,4.2,8,6,0,1,0,1,0,1
9,1330,1.0,1000000,2.2,1,0,0,4.4,8492,5664,1549,568,260,451,0,1
9,1197,1.7,500,4.0,0,0,0,,6,,,,,,0,1
9,956,1.9,10000,4.0,1,0,0,,164,,,,,,0,1
9,408,,10000,4.0,1,0,0,,52,,,,,,0,1
9,1149,21,100,2.3,1,0,0,4.6,9,8,0,0,0,1,0,1
9,539,16,5000,2.3,1,0,0,3.8,14,7,2,2,1,2,0,1
